37 4 46 91 56 52 65 79
67 17 75 5 80 27 58 29
77 84 5 36 53 48 76 61
60 88 80 70 69 30 32 58
86 79 2 42 83 67 74 50
36 1 8 17 28 66 98 58
50 55 94 3 3 22 16 15
11 49 37 32 79 70 43 17
1 45 60 84 64 86 86 1
87 94 70 68 12 68 26 15
75 72 70 78 47 87 46 10
36 83 42 67 53 37 84 6
82 96 42 47 34 81 0 22
27 70 42 40 90 20 55 65
44 77 95 91 64 41 1 52
77 96 71 82 33 56 89 68
4 83 67 39 64 67 13 92
89 7 32 79 27 39 96 71
68 43 15 85 37 16 37 14
64 61 96 98 69 85 18 73
21 85 64 85 4 29 77 93
36 61 72 63 52 20 87 21
63 2 6 0 70 95 14 35
56 63 85 25 0 3 51 21
88 67 7 92 97 36 37 33
98 61 49 50 81 36 23 96
90 29 97 60 77 63 95 33
26 80 11 27 35 14 0 23
81 7 67 78 44 4 64 94
65 13 44 98 49 20 95 39
49 44 51 78 7 99 64 86
79 27 65 67 41 65 90 74
25 10 5 69 66 69 63 84
82 59 82 83 79 29 74 81
73 25 11 33 24 75 19 56
2 84 23 43 1 65 70 26
27 75 47 94 44 62 78 26
74 12 61 5 42 35 38 67
60 50 0 37 25 19 93 28
55 68 23 57 33 93 35 61
20 35 7 64 97 37 42 71
49 3 29 43 38 67 11 51
17 11 88 43 31 33 23 38
1 98 47 86 44 35 99 64
70 6 81 67 95 23 91 45
79 72 40 17 39 51 20 57
63 8 52 46 41 27 36 94
25 84 81 21 19 32 38 89
39 19 8 86 94 51 31 73
23 72 43 15 75 63 72 38
72 76 36 65 3 73 60 80
9 41 54 28 25 92 69 64
11 29 3 5 81 34 79 56
58 74 71 34 37 95 24 9
23 13 75 78 38 87 59 47
80 65 75 5 57 96 22 68
25 25 25 58 59 56 15 70
30 38 56 68 86 80 29 9
45 56 88 83 43 99 30 75
64 57 81 21 53 3 41 79
28 66 37 39 75 4 9 57
43 65 25 29 98 7 38 43
15 78 27 11 77 9 86 41
67 67 62 20 70 55 51 50
74 89 90 49 93 51 6 88
69 84 17 67 43 8 62 10
86 41 21 16 51 8 57 18
27 72 90 50 79 42 0 53
31 42 54 76 94 13 65 63
49 34 82 92 94 44 2 33
86 76 49 89 84 58 7 63
30 49 13 62 91 66 15 74
8 70 3 2 83 68 17 32
54 99 76 49 44 30 34 82
6 83 71 42 41 30 6 24
79 19 86 23 85 53 97 46
23 0 48 58 20 66 42 27
65 18 28 61 1 62 43 7
97 66 50 38 96 56 14 28
27 52 51 65 6 0 11 81
53 59 92 25 77 34 52 95
5 80 56 6 94 52 13 91
70 15 30 67 71 96 47 51
1 50 16 59 50 27 40 55
38 32 81 68 19 33 63 76
66 71 34 60 23 99 52 94
15 34 13 86 82 12 89 83
62 5 42 64 84 83 20 23
67 53 43 38 86 6 66 52
77 0 65 53 0 17 99 15
51 12 53 33 76 43 69 38
48 11 54 85 46 26 60 66
79 3 4 18 9 23 22 38
23 87 91 23 56 90 38 7
54 44 93 30 87 62 20 87
25 27 72 72 5 32 90 85
35 46 3 96 69 77 35 93
65 78 16 21 21 7 81 75
51 26 58 90 40 30 77 65
9 2 89 15 34 79 52 22
